trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
599,False,"{'a': 0.6, 'e': 0.3024014015294998}",35,16,-17.718817073470262,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
600,False,"{'a': 0.6, 'e': 0.3017972031262435}",20,9,5.360048648484056,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.6, 'e': 0.30119421191220214}",20,0,-4.502474052261205,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
602,False,"{'a': 0.6, 'e': 0.30059242547541}",30,8,-30.758467099817302,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
603,False,"{'a': 0.6, 'e': 0.2999918414087205}",20,11,-27.208746382845966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
604,False,"{'a': 0.6, 'e': 0.2993924573097967}",25,5,7.619164234725925,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.6, 'e': 0.29879427078110127}",25,10,-12.36169023359553,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
606,False,"{'a': 0.6, 'e': 0.2981972794298874}",30,11,-37.96130795634816,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 0}",1
607,False,"{'a': 0.6, 'e': 0.29760148086818883}",20,0,-70.28890342377649,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
608,False,"{'a': 0.6, 'e': 0.2970068727128105}",30,14,14.121616345559211,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.6, 'e': 0.2964134525853191}",35,19,21.985075383845803,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.6, 'e': 0.2958212181120332}",35,16,-33.15736332875737,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
611,False,"{'a': 0.6, 'e': 0.2952301669240142}",20,0,28.96660074118537,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.6, 'e': 0.29464029665705654}",30,17,-2.0884550045523076,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
613,False,"{'a': 0.6, 'e': 0.29405160495167837}",20,15,4.054498863458539,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.6, 'e': 0.2934640894531121}",20,0,27.649489019909314,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.6, 'e': 0.2928777478112949}",35,12,4.12324906602524,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.6, 'e': 0.2922925776808594}",30,4,-34.92918697369372,"{0: 21, 1: 1, 2: 2, 3: 2, 4: 0}",1
617,False,"{'a': 0.6, 'e': 0.2917085767211244}",20,7,-8.484285317159717,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.6, 'e': 0.2911257425960852}",25,13,-12.961760416922115,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
619,False,"{'a': 0.6, 'e': 0.2905440729744046}",20,13,-28.06555267000161,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
620,False,"{'a': 0.6, 'e': 0.2899635655294032}",20,0,-126.48695330627719,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
621,False,"{'a': 0.6, 'e': 0.2893842179390506}",20,8,22.122245439923745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.6, 'e': 0.28880602788595566}",20,0,-10.06749481535101,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
623,False,"{'a': 0.6, 'e': 0.2882289930573573}",20,0,-48.523734644711226,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
624,False,"{'a': 0.6, 'e': 0.2876531111451154}",30,15,-26.957760737777363,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
625,False,"{'a': 0.6, 'e': 0.28707837984570167}",25,20,8.53132743919351,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.6, 'e': 0.2865047968601901}",20,0,34.41279199851809,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
627,False,"{'a': 0.6, 'e': 0.285932359894248}",20,0,-3.0826290107530006,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
628,False,"{'a': 0.6, 'e': 0.28536106665812666}",35,23,10.410188726428009,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.6, 'e': 0.2847909148666525}",25,14,18.286491577066446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.6, 'e': 0.28422190223921745}",25,0,-40.136326588103415,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
631,False,"{'a': 0.6, 'e': 0.2836540264997704}",25,15,-19.970743807428782,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
632,False,"{'a': 0.6, 'e': 0.2830872853768075}",25,14,21.945723645283568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.6, 'e': 0.2825216766033636}",20,11,-22.720229485844673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
634,False,"{'a': 0.6, 'e': 0.28195719791700274}",30,3,-16.786061391033805,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
635,False,"{'a': 0.6, 'e': 0.2813938470598095}",20,14,-1.7700624988002334,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.6, 'e': 0.2808316217783798}",25,15,3.1302220667186624,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.6, 'e': 0.28027051982381157}",20,0,18.497983142862697,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
638,False,"{'a': 0.6, 'e': 0.27971053895169634}",30,13,-1.8626800205231158,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.6, 'e': 0.27915167692210985}",30,14,5.895150804419151,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.6, 'e': 0.27859393149960326}",35,23,-21.448176289061564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
641,False,"{'a': 0.6, 'e': 0.27803730045319414}",20,5,-3.6922044817839894,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.6, 'e': 0.2774817815563575}",25,7,0.01092996794207135,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
643,False,"{'a': 0.6, 'e': 0.2769273725870171}",25,13,20.147878622615924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.6, 'e': 0.27637407132753633}",20,3,4.9081113198734325,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
645,False,"{'a': 0.6, 'e': 0.27582187556470933}",20,0,22.193986621457363,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
646,False,"{'a': 0.6, 'e': 0.27527078308975234}",30,0,-11.597755181763155,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
647,False,"{'a': 0.6, 'e': 0.2747207916982947}",20,8,26.274503037972785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.6, 'e': 0.2741718991903702}",25,15,4.211616447351108,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.6, 'e': 0.27362410337040804}",20,1,15.038292284558615,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.6, 'e': 0.2730774020472242}",30,16,26.883252348522678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.6, 'e': 0.2725317930340126}",20,12,-46.01972982793585,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
652,False,"{'a': 0.6, 'e': 0.2719872741483365}",20,0,-83.15377557937707,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
653,False,"{'a': 0.6, 'e': 0.27144384321211973}",30,8,22.87028601046628,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.6, 'e': 0.27090149805163766}",20,1,-19.533056057974413,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
655,False,"{'a': 0.6, 'e': 0.270360236497509}",25,2,-33.190561350966284,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 0}",1
656,False,"{'a': 0.6, 'e': 0.2698200563846868}",30,15,3.0424178835275084,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
657,False,"{'a': 0.6, 'e': 0.26928095555244996}",20,0,-7.990366497155174,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
658,False,"{'a': 0.6, 'e': 0.26874293184439435}",25,0,10.137114150610337,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
659,False,"{'a': 0.6, 'e': 0.2682059831084244}",20,8,-20.96488154269454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
660,False,"{'a': 0.6, 'e': 0.26767010719674456}",30,14,-34.64178283022752,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
661,False,"{'a': 0.6, 'e': 0.26713530196585034}",30,8,27.042313816216257,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.6, 'e': 0.2666015652765202}",30,0,-16.58763431182507,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
663,False,"{'a': 0.6, 'e': 0.26606889499380665}",25,20,9.014251128875188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.6, 'e': 0.2655372889870278}",25,7,-27.698647580813283,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
665,False,"{'a': 0.6, 'e': 0.2650067451297589}",25,5,-7.131230899947461,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
666,False,"{'a': 0.6, 'e': 0.26447726129982396}",20,14,10.561254019874898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.6, 'e': 0.2639488353792868}",20,0,20.71797418554563,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
668,False,"{'a': 0.6, 'e': 0.2634214652544431}",25,6,-1.0947497784024072,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
669,False,"{'a': 0.6, 'e': 0.26289514881581166}",20,12,4.4337619778351005,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.6, 'e': 0.262369883958126}",35,28,13.966887151175772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.6, 'e': 0.261845668580326}",25,4,-14.559913260148894,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
672,False,"{'a': 0.6, 'e': 0.2613225005855494}",30,10,-25.279301191266704,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",1
673,False,"{'a': 0.6, 'e': 0.26080037788112365}",25,15,-5.797728756091608,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
674,False,"{'a': 0.6, 'e': 0.2602792983785571}",25,20,8.322889190443796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.6, 'e': 0.2597592599935311}",25,15,2.4584572891149366,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.6, 'e': 0.2592402606458915}",30,13,27.660273991492257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.6, 'e': 0.25872229825964005}",20,1,17.697102710200042,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.6, 'e': 0.25820537076292666}",20,14,5.733539847861932,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.6, 'e': 0.25768947608804055}",20,13,-47.15580094290793,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
680,False,"{'a': 0.6, 'e': 0.2571746121714024}",25,4,-8.870363390982291,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
681,False,"{'a': 0.6, 'e': 0.2566607769535559}",25,12,20.60031158062219,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.6, 'e': 0.2561479683791593}",20,0,-80.05518709612468,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
683,False,"{'a': 0.6, 'e': 0.25563618439697783}",30,10,3.326061673091469,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
684,False,"{'a': 0.6, 'e': 0.2551254229598748}",20,0,-23.7525579835668,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
685,False,"{'a': 0.6, 'e': 0.2546156820248037}",20,3,-33.46417395941852,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
686,False,"{'a': 0.6, 'e': 0.25410695955280027}",20,16,7.557409184588614,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.6, 'e': 0.25359925350897383}",20,5,9.11276633053189,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
688,False,"{'a': 0.6, 'e': 0.25309256186249957}",20,0,-22.745847067745103,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
689,False,"{'a': 0.6, 'e': 0.2525868825866102}",35,21,-13.651162049030264,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
690,False,"{'a': 0.6, 'e': 0.25208221365858796}",25,0,-0.5317503152114504,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
691,False,"{'a': 0.6, 'e': 0.25157855305975646}",25,17,3.742638861875271,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.6, 'e': 0.25107589877547265}",20,10,18.033262506899316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.6, 'e': 0.25057424879511875}",25,11,12.628732788470664,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.6, 'e': 0.2500736011120941}",25,4,21.767264073753786,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.6, 'e': 0.24957395372380728}",20,0,3.01603528183073,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.6, 'e': 0.24907530463166816}",25,12,24.663230372606403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.6, 'e': 0.24857765184107966}",30,0,-5.876362007917912,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
698,False,"{'a': 0.6, 'e': 0.24808099336142997}",25,16,-51.143887238138014,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
699,False,"{'a': 0.6, 'e': 0.2475853272060845}",30,21,-0.43847516848438506,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.6, 'e': 0.24709065139237796}",20,6,22.377355512525597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.6, 'e': 0.24659696394160643}",30,4,10.758907696477905,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
702,False,"{'a': 0.6, 'e': 0.2461042628790195}",20,0,-35.42704580458947,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
703,False,"{'a': 0.6, 'e': 0.2456125462338122}",25,14,13.154716632968936,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.6, 'e': 0.24512181203911731}",20,9,5.853230973248028,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.6, 'e': 0.2446320583319975}",30,16,-22.20651964050515,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
706,False,"{'a': 0.6, 'e': 0.2441432831534371}",30,0,5.110992455604023,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
707,False,"{'a': 0.6, 'e': 0.24365548454833486}",30,18,15.613374224106817,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.6, 'e': 0.24316866056549566}",25,4,-27.558950441591286,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
709,False,"{'a': 0.6, 'e': 0.24268280925762298}",25,14,4.659452346308069,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.6, 'e': 0.2421979286813109}",35,18,-22.00798616647755,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
711,False,"{'a': 0.6, 'e': 0.24171401689703645}",30,11,-117.73899705583953,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 3}",1
712,False,"{'a': 0.6, 'e': 0.24123107196915192}",30,12,21.170165460788994,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.6, 'e': 0.24074909196587688}",30,17,26.85386412434087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.6, 'e': 0.2402680749592907}",25,15,-29.89113235207604,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
715,False,"{'a': 0.6, 'e': 0.2397880190253247}",25,15,18.31726611235814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.6, 'e': 0.23930892224375455}",25,13,6.813824754006844,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.6, 'e': 0.23883078269819244}",20,12,10.982742629699327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.6, 'e': 0.23835359847607956}",20,9,20.55471329143003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.6, 'e': 0.2378773676686784}",20,2,27.622976382244715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.6, 'e': 0.23740208837106508}",25,19,3.411960452911276,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.6, 'e': 0.23692775868212176}",20,0,22.12803701486645,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.6, 'e': 0.2364543767045291}",20,13,9.163335574136754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.6, 'e': 0.23598194054475852}",20,6,5.390099180722444,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.6, 'e': 0.23551044831306475}",25,7,-1.4989829840761713,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
725,False,"{'a': 0.6, 'e': 0.23503989812347828}",30,16,28.024831945117022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.6, 'e': 0.23457028809379765}",30,11,18.436469774098317,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.6, 'e': 0.2341016163455822}",20,6,-1.1862717907036244,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
728,False,"{'a': 0.6, 'e': 0.23363388100414423}",25,5,-3.8424597688647815,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
729,False,"{'a': 0.6, 'e': 0.2331670801985418}",30,14,12.877836515158895,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.6, 'e': 0.23270121206157107}",20,12,7.940676844532158,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.6, 'e': 0.23223627472975883}",25,8,16.1018732113834,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.6, 'e': 0.23177226634335515}",20,9,2.7073274504038682,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.6, 'e': 0.23130918504632592}",25,7,32.057319606564,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.6, 'e': 0.23084702898634524}",20,2,23.132364723690337,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.6, 'e': 0.23038579631478834}",30,22,13.455759911057594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.6, 'e': 0.22992548518672384}",25,11,18.092563010072467,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.6, 'e': 0.22946609376090668}",25,3,-35.87950675356764,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
738,False,"{'a': 0.6, 'e': 0.2290076201997705}",25,0,26.220202706506562,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
739,False,"{'a': 0.6, 'e': 0.2285500626694205}",20,0,-69.60617102919107,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
740,False,"{'a': 0.6, 'e': 0.22809341933962587}",20,1,17.1203075424804,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.6, 'e': 0.22763768838381274}",25,0,-39.45127730123449,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
742,False,"{'a': 0.6, 'e': 0.22718286797905665}",25,8,18.44646928807477,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.6, 'e': 0.22672895630607542}",35,15,19.14820524165687,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.6, 'e': 0.2262759515492217}",30,14,27.18699784618538,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.6, 'e': 0.22582385189647586}",20,0,15.091348521460734,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
746,False,"{'a': 0.6, 'e': 0.22537265553943872}",20,16,9.93959994104026,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.6, 'e': 0.22492236067332425}",20,5,0.9795298107560582,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
748,False,"{'a': 0.6, 'e': 0.22447296549695234}",20,13,4.10045794203705,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.6, 'e': 0.22402446821274175}",20,15,8.045740894827881,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.6, 'e': 0.22357686702670268}",20,13,10.883520420335378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.6, 'e': 0.22313016014842982}",30,0,-62.4750569693352,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
752,False,"{'a': 0.6, 'e': 0.22268434579109508}",20,0,-24.34472716136034,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
753,False,"{'a': 0.6, 'e': 0.2222394221714404}",25,0,16.81178589847407,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
754,False,"{'a': 0.6, 'e': 0.22179538750977074}",25,0,-20.41275979959982,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
755,False,"{'a': 0.6, 'e': 0.22135224002994683}",20,8,8.292289742441188,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.6, 'e': 0.2209099779593782}",20,13,3.668662642398477,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.6, 'e': 0.22046859952901593}",30,18,8.860070902538682,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.6, 'e': 0.22002810297334574}",30,16,2.5765838543558193,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
759,False,"{'a': 0.6, 'e': 0.21958848653038082}",35,22,13.152000915237723,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.6, 'e': 0.2191497484416548}",30,6,-25.031794283304762,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
761,False,"{'a': 0.6, 'e': 0.21871188695221475}",20,8,-1.8942287649834255,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
762,False,"{'a': 0.6, 'e': 0.21827490031061414}",20,5,-20.16462547980236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
763,False,"{'a': 0.6, 'e': 0.21783878676890578}",25,6,10.425043783412075,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
764,False,"{'a': 0.6, 'e': 0.21740354458263497}",25,10,13.000019072522193,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.6, 'e': 0.21696917201083235}",20,0,-10.048435774097802,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
766,False,"{'a': 0.6, 'e': 0.21653566731600707}",30,19,0.8052561093621964,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
767,False,"{'a': 0.6, 'e': 0.21610302876413975}",20,9,21.17177844746958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.6, 'e': 0.21567125462467565}",25,17,17.29165771892926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.6, 'e': 0.21524034317051757}",20,15,9.725557471656673,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.6, 'e': 0.2148102926780192}",35,16,14.271718860930815,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
771,False,"{'a': 0.6, 'e': 0.21438110142697794}",20,15,9.806162282702326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.6, 'e': 0.21395276770062824}",20,8,22.798325429542327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.6, 'e': 0.2135252897856346}",20,5,27.26588721165931,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.6, 'e': 0.21309866597208482}",25,0,37.616828457141075,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.6, 'e': 0.21267289455348304}",25,4,-45.51203763536743,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
776,False,"{'a': 0.6, 'e': 0.21224797382674304}",30,21,-2.502159746590439,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 0.21182390209218135}",20,7,-0.6143407947526005,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
778,False,"{'a': 0.6, 'e': 0.21140067765351048}",20,9,-13.143841774084091,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
779,False,"{'a': 0.6, 'e': 0.21097829881783206}",25,12,21.410313031764627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.6, 'e': 0.21055676389563024}",20,12,-17.55231749519109,"{0: 4, 1: 3, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.6, 'e': 0.21013607120076472}",20,14,10.891255088896811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.6, 'e': 0.2097162190504642}",20,0,17.290157696828615,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
